outlet_id,region,outlet_size,population_density,number_of_skus_sold,average_household_income
outlet_code_3154,upcountry,1207,401,20,45203
outlet_code_3155,upcountry,803,360,12,33103
outlet_code_3156,upcountry,1677,448,30,59312
outlet_code_3157,upcountry,903,370,14,36094
outlet_code_3158,western,3489,4777,50,149431
outlet_code_3159,western,316,2545,37,133158
outlet_code_3160,western,1109,2017,34,115860
outlet_code_3161,western,1203,2207,38,125340
outlet_code_3162,western,1079,1959,33,112947
outlet_code_3163,outstation,3088,354,15,77188
outlet_code_3164,outstation,3401,370,17,85030
outlet_code_3165,outstation,251,113,13,62767
outlet_code_3166,outstation,346,136,17,86396
outlet_code_3167,outstation,355,139,18,88848
outlet_code_3168,outstation,845,217,11,57256
outlet_code_3169,outstation,1370,280,17,83489
outlet_code_3170,upcountry,851,365,13,34535
outlet_code_3171,upcountry,1492,429,26,53752
outlet_code_3172,western,2753,3306,35,112652
outlet_code_3173,western,354,3116,43,152186
outlet_code_3174,western,292,2184,34,121117
outlet_code_3175,western,896,1593,27,94635
outlet_code_3176,western,1016,1833,31,106641
outlet_code_3177,western,1468,2736,47,151776
outlet_code_3178,western,906,1613,27,95639
outlet_code_3179,outstation,2527,326,13,63183
outlet_code_3180,outstation,234,108,12,58456
outlet_code_3181,outstation,344,136,17,86102
outlet_code_3182,outstation,1122,251,14,71093
outlet_code_3183,outstation,1431,288,17,86568
outlet_code_3184,outstation,1483,294,18,89137
outlet_code_3185,outstation,1317,274,16,80866
outlet_code_3186,outstation,818,214,11,55879
outlet_code_3187,outstation,1557,303,19,92852
outlet_code_3188,outstation,804,212,11,55198
outlet_code_3189,upcountry,918,372,14,36538
outlet_code_3190,western,3278,4356,46,138890
outlet_code_3191,western,2676,3153,34,108820
outlet_code_3192,western,1024,1847,31,107373
outlet_code_3193,western,1115,2031,35,116543
outlet_code_3194,western,1256,2311,39,130553
outlet_code_3195,outstation,331,133,17,82852
outlet_code_3196,outstation,384,146,19,95996
outlet_code_3197,outstation,263,116,13,65626
outlet_code_3198,outstation,1514,298,18,90704
outlet_code_3199,outstation,945,229,12,62263
outlet_code_3200,outstation,1538,301,18,91911
outlet_code_3201,outstation,1647,314,19,97356
outlet_code_3202,outstation,1482,294,18,89091
outlet_code_3203,outstation,1065,244,14,68244
outlet_code_3204,outstation,886,222,12,59314
outlet_code_3205,outstation,1674,317,20,98701
outlet_code_3206,outstation,1615,310,19,95768
outlet_code_3207,upcountry,3887,639,34,58302
outlet_code_3208,upcountry,1432,423,25,51968
outlet_code_3209,western,206,897,21,78219
outlet_code_3210,western,291,2163,34,120433
outlet_code_3211,western,341,2913,41,145434
outlet_code_3212,western,771,1342,22,82092
outlet_code_3213,western,1349,2497,43,139865
outlet_code_3214,western,1641,3082,53,169096
outlet_code_3215,western,1353,2506,43,140316
outlet_code_3216,outstation,2343,317,12,58584
outlet_code_3217,outstation,397,149,20,99338
outlet_code_3218,outstation,286,121,14,71405
outlet_code_3219,outstation,1690,319,20,99518
outlet_code_3220,outstation,1628,311,19,96421
outlet_code_3221,outstation,878,221,12,58913
outlet_code_3222,outstation,1065,244,14,68265
outlet_code_3223,outstation,1385,282,17,84244
outlet_code_3224,upcountry,1269,407,21,47071
outlet_code_3225,upcountry,1217,402,20,45504
outlet_code_3226,western,2774,3348,35,113690
outlet_code_3227,western,834,1469,25,88435
outlet_code_3228,western,1577,2954,51,162720
outlet_code_3229,western,1352,2503,43,140168
outlet_code_3230,western,1304,2408,41,135395
outlet_code_3231,western,1013,1826,31,106298
outlet_code_3232,outstation,3820,391,19,95498
outlet_code_3233,outstation,389,147,19,97136
outlet_code_3234,outstation,395,149,20,98659
outlet_code_3235,outstation,327,132,16,81764
outlet_code_3236,outstation,399,150,20,99853
outlet_code_3237,outstation,933,228,12,61631
outlet_code_3238,outstation,795,211,11,54738
outlet_code_3239,outstation,1107,249,14,70357
outlet_code_3240,outstation,1365,280,17,83228
outlet_code_3241,outstation,1398,284,17,84900
outlet_code_3242,outstation,973,233,13,63626
outlet_code_3243,outstation,1126,251,14,71294
outlet_code_3244,upcountry,1168,397,19,44053
outlet_code_3245,upcountry,982,378,16,38459
outlet_code_3246,upcountry,1213,401,20,45403
outlet_code_3247,upcountry,1053,385,17,40601
outlet_code_3248,western,3787,5374,56,164338
outlet_code_3249,western,3897,5594,58,169852
outlet_code_3250,western,3136,4072,43,131796
outlet_code_3251,western,862,1523,26,91153
outlet_code_3252,western,1396,2591,44,144557
outlet_code_3253,western,905,1609,27,95475
outlet_code_3254,outstation,4000,400,20,99997
outlet_code_3255,outstation,2465,323,12,61617
outlet_code_3256,outstation,2434,322,12,60856
outlet_code_3257,outstation,279,120,14,69852
outlet_code_3258,outstation,366,142,18,91555
outlet_code_3259,outstation,895,223,12,59737
outlet_code_3260,outstation,1666,316,20,98295
outlet_code_3261,outstation,1672,317,20,98606
outlet_code_3262,outstation,961,231,13,63047
outlet_code_3263,upcountry,384,484,24,57601
outlet_code_3264,upcountry,253,353,14,37928
outlet_code_3265,upcountry,921,372,14,36628
outlet_code_3266,upcountry,1044,384,17,40311
outlet_code_3267,western,3687,5174,54,159347
outlet_code_3268,western,240,1400,26,95004
outlet_code_3269,western,1284,2367,40,133365
outlet_code_3270,western,716,1232,21,76578
outlet_code_3271,western,1222,2244,38,127194
outlet_code_3272,western,777,1354,23,82720
outlet_code_3273,western,805,1409,24,85466
outlet_code_3274,western,1366,2532,43,141616
outlet_code_3275,western,1448,2696,46,149823
outlet_code_3276,outstation,3062,353,15,76556
outlet_code_3277,outstation,3214,361,16,80361
outlet_code_3278,outstation,244,111,12,60892
outlet_code_3279,outstation,358,140,18,89506
outlet_code_3280,outstation,357,139,18,89146
outlet_code_3281,outstation,271,118,14,67631
outlet_code_3282,outstation,361,140,18,90374
outlet_code_3283,outstation,1176,257,15,73802
outlet_code_3284,outstation,1094,247,14,69685
outlet_code_3285,outstation,915,226,12,60775
outlet_code_3286,outstation,1629,311,19,96434
outlet_code_3287,outstation,752,206,11,52577
outlet_code_3288,upcountry,1573,437,27,56193
outlet_code_3289,upcountry,1397,420,24,50917
outlet_code_3290,western,3934,5669,59,171719
outlet_code_3291,western,225,1168,24,87279
outlet_code_3292,western,262,1725,29,105846
outlet_code_3293,western,327,2701,39,138359
outlet_code_3294,western,1659,3118,54,170888
outlet_code_3295,western,1228,2256,38,127786
outlet_code_3296,outstation,2977,349,15,74437
outlet_code_3297,outstation,366,142,18,91529
outlet_code_3298,outstation,266,116,13,66468
outlet_code_3299,outstation,214,104,11,53590
outlet_code_3300,outstation,771,208,11,53536
outlet_code_3301,outstation,1036,240,13,66776
outlet_code_3302,outstation,850,218,11,57477
outlet_code_3303,outstation,1210,261,15,75489
outlet_code_3304,outstation,982,234,13,64080
outlet_code_3305,outstation,1589,307,19,94449
outlet_code_3306,outstation,1538,301,18,91893
outlet_code_3307,upcountry,228,328,12,34174
outlet_code_3308,upcountry,1022,382,16,39645
outlet_code_3309,western,1377,2554,44,142696
outlet_code_3310,western,992,1785,30,104228
outlet_code_3311,western,904,1607,27,95364
outlet_code_3312,western,1660,3120,54,170985
outlet_code_3313,western,922,1643,28,97170
outlet_code_3314,western,1346,2492,43,139619
outlet_code_3315,western,1208,2216,38,125783
outlet_code_3316,western,1365,2529,43,141452
outlet_code_3317,western,1067,1933,33,111652
outlet_code_3318,outstation,3905,395,20,97621
outlet_code_3319,outstation,307,127,15,76665
outlet_code_3320,outstation,200,100,10,50042
outlet_code_3321,outstation,1480,294,18,88993
outlet_code_3322,outstation,1423,287,17,86166
outlet_code_3323,outstation,1527,299,18,91343
outlet_code_3324,upcountry,282,382,16,42311
outlet_code_3325,upcountry,1307,411,22,48205
outlet_code_3326,upcountry,878,368,14,35349
outlet_code_3327,upcountry,983,378,16,38480
outlet_code_3328,upcountry,1036,384,17,40071
outlet_code_3329,upcountry,1070,387,17,41107
outlet_code_3330,western,3589,4978,52,154449
outlet_code_3331,western,1564,2927,50,161373
outlet_code_3332,western,868,1537,26,91838
outlet_code_3333,western,1360,2521,43,141034
outlet_code_3334,western,1343,2486,42,139282
outlet_code_3335,western,861,1522,26,91123
outlet_code_3336,outstation,238,110,12,59502
outlet_code_3337,outstation,273,118,14,68188
outlet_code_3338,outstation,311,128,16,77718
outlet_code_3339,outstation,228,107,11,56948
outlet_code_3340,outstation,1215,262,15,75748
outlet_code_3341,outstation,745,205,10,52233
outlet_code_3342,outstation,1173,257,15,73669
outlet_code_3343,upcountry,388,488,24,58196
outlet_code_3344,upcountry,399,499,25,59806
outlet_code_3345,upcountry,864,366,13,34915
outlet_code_3346,upcountry,835,363,13,34040
outlet_code_3347,upcountry,916,372,14,36491
outlet_code_3348,western,348,3027,42,149248
outlet_code_3349,western,1215,2230,38,126518
outlet_code_3350,western,919,1638,28,96881
outlet_code_3351,western,1214,2228,38,126404
outlet_code_3352,outstation,3653,383,18,91317
outlet_code_3353,outstation,322,130,16,80425
outlet_code_3354,outstation,210,102,10,52398
outlet_code_3355,outstation,964,232,13,63188
outlet_code_3356,outstation,1045,241,13,67240
outlet_code_3357,outstation,1502,296,18,90082
outlet_code_3358,outstation,1016,238,13,65786
outlet_code_3359,outstation,1228,263,15,76391
outlet_code_3360,outstation,1621,311,19,96043
outlet_code_3361,outstation,1373,281,17,83668
outlet_code_3362,outstation,1659,315,20,97931
outlet_code_3363,upcountry,1597,440,28,56900
outlet_code_3364,upcountry,1683,448,30,59497
outlet_code_3365,western,2688,3175,34,109382
outlet_code_3366,western,389,3640,48,169669
outlet_code_3367,western,223,1142,23,86416
outlet_code_3368,western,813,1427,24,86336
outlet_code_3369,western,961,1721,29,101068
outlet_code_3370,western,1423,2647,45,147326
outlet_code_3371,western,1461,2722,47,151104
outlet_code_3372,western,1456,2712,46,150580
outlet_code_3373,outstation,353,138,18,88210
outlet_code_3374,outstation,212,103,11,53055
outlet_code_3375,outstation,375,144,19,93853
outlet_code_3376,outstation,282,120,14,70489
outlet_code_3377,outstation,388,147,19,97108
outlet_code_3378,outstation,278,119,14,69424
outlet_code_3379,outstation,243,111,12,60835
outlet_code_3380,outstation,1070,244,14,68502
outlet_code_3381,outstation,911,225,12,60572
outlet_code_3382,outstation,1658,315,20,97906
outlet_code_3383,outstation,1280,270,16,79023
outlet_code_3384,upcountry,288,388,17,43249
outlet_code_3385,upcountry,337,437,20,50525
outlet_code_3386,upcountry,802,360,12,33064
outlet_code_3387,western,348,3022,42,149082
outlet_code_3388,western,1494,2787,48,154367
outlet_code_3389,western,1089,1978,34,113890
outlet_code_3390,outstation,2982,349,15,74560
outlet_code_3391,outstation,395,149,20,98736
outlet_code_3392,outstation,710,201,10,50510
outlet_code_3393,outstation,1579,305,19,93936
outlet_code_3394,outstation,770,208,11,53495
outlet_code_3395,outstation,752,206,11,52578
outlet_code_3396,outstation,1546,302,18,92320
outlet_code_3397,outstation,967,232,13,63349
outlet_code_3398,outstation,1103,248,14,70133
outlet_code_3399,upcountry,291,391,17,43576
outlet_code_3400,upcountry,745,354,11,31339
outlet_code_3401,upcountry,1588,439,28,56641
outlet_code_3402,upcountry,1433,423,25,51988
outlet_code_3403,upcountry,1690,449,30,59696
outlet_code_3404,upcountry,1530,433,27,54893
outlet_code_3405,western,3471,4742,49,148553
outlet_code_3406,western,3992,5784,60,174600
outlet_code_3407,western,288,2117,33,118897
outlet_code_3408,western,1514,2828,48,156381
outlet_code_3409,western,1425,2650,45,147483
outlet_code_3410,western,734,1268,21,78413
outlet_code_3411,western,1136,2073,35,118633
outlet_code_3412,outstation,315,129,16,78812
outlet_code_3413,outstation,376,144,19,94043
outlet_code_3414,outstation,1387,282,17,84329
outlet_code_3415,outstation,1470,292,18,88519
outlet_code_3416,upcountry,297,397,17,44599
outlet_code_3417,upcountry,1026,383,17,39770
outlet_code_3418,upcountry,977,378,16,38323
outlet_code_3419,upcountry,1419,422,24,51571
outlet_code_3420,western,388,3620,48,168988
outlet_code_3421,western,236,1338,25,92949
outlet_code_3422,western,918,1636,28,96813
outlet_code_3423,western,1145,2090,36,119487
outlet_code_3424,western,910,1619,27,95964
outlet_code_3425,western,1280,2360,40,132995
outlet_code_3426,western,1516,2832,49,156614
outlet_code_3427,outstation,2556,328,13,63888
outlet_code_3428,outstation,3095,355,15,77364
outlet_code_3429,outstation,269,117,13,67286
outlet_code_3430,outstation,224,106,11,56030
outlet_code_3431,outstation,1051,242,14,67570
outlet_code_3432,outstation,789,211,11,54438
outlet_code_3433,outstation,1499,296,18,89934
outlet_code_3434,outstation,1673,317,20,98628
outlet_code_3435,outstation,1253,266,16,77638
outlet_code_3436,upcountry,3986,649,35,59793
outlet_code_3437,upcountry,2329,483,14,34930
outlet_code_3438,upcountry,1140,394,19,43200
outlet_code_3439,upcountry,1279,408,22,47373
outlet_code_3440,upcountry,1095,390,18,41855
outlet_code_3441,upcountry,1324,412,22,48718
outlet_code_3442,western,261,1712,29,105411
outlet_code_3443,western,232,1276,25,90881
outlet_code_3444,western,911,1622,27,96099
outlet_code_3445,western,1352,2504,43,140188
outlet_code_3446,western,1074,1948,33,112412
outlet_code_3447,outstation,2850,342,14,71240
outlet_code_3448,outstation,392,148,20,98104
outlet_code_3449,outstation,225,106,11,56313
outlet_code_3450,outstation,1374,281,17,83691
outlet_code_3451,outstation,1487,294,18,89333
outlet_code_3452,outstation,1522,299,18,91085
outlet_code_3453,outstation,1158,255,15,72912
outlet_code_3454,outstation,769,208,11,53451
outlet_code_3455,outstation,1500,296,18,89982
outlet_code_3456,upcountry,1365,417,23,49956
outlet_code_3457,upcountry,1102,390,18,42047
outlet_code_3458,upcountry,1338,414,23,49141
outlet_code_3459,upcountry,1564,436,27,55933
outlet_code_3460,upcountry,1056,386,17,40675
outlet_code_3461,western,2973,3746,39,123649
outlet_code_3462,western,3033,3866,41,126648
outlet_code_3463,western,202,833,20,76102
outlet_code_3464,western,758,1315,22,80764
outlet_code_3465,western,1340,2479,42,138963
outlet_code_3466,western,906,1613,27,95641
outlet_code_3467,outstation,3056,353,15,76401
outlet_code_3468,outstation,253,113,13,63147
outlet_code_3469,outstation,346,136,17,86453
outlet_code_3470,outstation,253,113,13,63369
outlet_code_3471,outstation,399,150,20,99824
outlet_code_3472,outstation,243,111,12,60860
outlet_code_3473,outstation,1276,269,16,78779
outlet_code_3474,outstation,782,210,11,54110
outlet_code_3475,outstation,1273,269,16,78642
outlet_code_3476,upcountry,318,418,19,47752
outlet_code_3477,upcountry,316,416,19,47353
outlet_code_3478,upcountry,1271,407,21,47141
outlet_code_3479,western,3942,5685,59,172122
outlet_code_3480,western,386,3591,48,168021
outlet_code_3481,western,284,2058,33,116936
outlet_code_3482,western,396,3739,49,172951
outlet_code_3483,western,332,2775,40,140829
outlet_code_3484,western,1671,3141,54,172068
outlet_code_3485,western,1546,2892,50,159576
outlet_code_3486,western,1094,1987,34,114352
outlet_code_3487,western,1558,2916,50,160811
outlet_code_3488,western,1576,2953,51,162626
outlet_code_3489,western,1699,3197,55,174856
outlet_code_3490,western,1523,2846,49,157309
outlet_code_3491,outstation,3622,381,18,90540
outlet_code_3492,outstation,2049,302,10,51214
outlet_code_3493,outstation,327,132,16,81842
outlet_code_3494,outstation,398,150,20,99592
outlet_code_3495,outstation,753,206,11,52650
outlet_code_3496,outstation,1040,241,13,66998
outlet_code_3497,outstation,1652,314,20,97620
outlet_code_3498,outstation,813,214,11,55636
outlet_code_3499,outstation,1627,311,19,96345
outlet_code_3500,outstation,1190,259,15,74505
outlet_code_3501,outstation,1607,309,19,95337
outlet_code_3502,upcountry,1477,428,26,53303
outlet_code_3503,upcountry,1258,406,21,46739
outlet_code_3504,western,3008,3816,40,125392
outlet_code_3505,western,2370,2540,27,93494
outlet_code_3506,western,366,3297,45,158226
outlet_code_3507,western,221,1116,23,85527
outlet_code_3508,western,1219,2238,38,126882
outlet_code_3509,western,1550,2900,50,159996
outlet_code_3510,outstation,2777,339,14,69427
outlet_code_3511,outstation,2568,328,13,64211
outlet_code_3512,outstation,279,120,14,69817
outlet_code_3513,outstation,288,122,14,71978
outlet_code_3514,outstation,862,219,12,58106
outlet_code_3515,outstation,1042,241,13,67125
outlet_code_3516,outstation,731,204,10,51558
outlet_code_3517,outstation,1358,279,17,82882
outlet_code_3518,outstation,818,214,11,55897
outlet_code_3519,outstation,812,213,11,55610
outlet_code_3520,upcountry,237,337,13,35595
outlet_code_3521,upcountry,394,494,25,59081
outlet_code_3522,upcountry,294,394,17,44042
outlet_code_3523,upcountry,929,373,15,36872
outlet_code_3524,upcountry,902,370,14,36068
outlet_code_3525,upcountry,1517,432,26,54509
outlet_code_3526,upcountry,862,366,13,34859
outlet_code_3527,western,2143,2086,23,82141
outlet_code_3528,western,2508,2816,30,100401
outlet_code_3529,western,1592,2984,51,164208
outlet_code_3530,western,1693,3186,55,174314
outlet_code_3531,western,1158,2116,36,120797
outlet_code_3532,western,1058,1917,33,110847
outlet_code_3533,western,1309,2419,41,135930
outlet_code_3534,outstation,3599,380,18,89968
outlet_code_3535,outstation,301,125,15,75200
outlet_code_3536,outstation,223,106,11,55774
outlet_code_3537,outstation,257,114,13,64334
outlet_code_3538,outstation,1294,271,16,79725
outlet_code_3539,outstation,1132,252,14,71610
outlet_code_3540,outstation,1644,313,19,97185
outlet_code_3541,outstation,1084,246,14,69216
outlet_code_3542,outstation,1365,280,17,83253
outlet_code_3543,outstation,1512,297,18,90619
outlet_code_3544,outstation,1002,236,13,65108
outlet_code_3545,outstation,931,228,12,61564
outlet_code_3546,outstation,839,217,11,56929
outlet_code_3547,outstation,1211,261,15,75568
outlet_code_3548,upcountry,344,444,21,51533
outlet_code_3549,upcountry,995,380,16,38852
outlet_code_3550,upcountry,1093,389,18,41784
outlet_code_3551,upcountry,1313,411,22,48395
outlet_code_3552,western,392,3680,49,170994
outlet_code_3553,western,385,3577,48,167552
outlet_code_3554,western,1621,3042,52,167108
outlet_code_3555,western,1521,2842,49,157104
outlet_code_3556,western,1332,2464,42,138198
outlet_code_3557,western,1029,1857,32,107870
outlet_code_3558,western,712,1225,20,76232
outlet_code_3559,western,1527,2853,49,157664
outlet_code_3560,western,1490,2780,48,154020
outlet_code_3561,outstation,241,110,12,60223
outlet_code_3562,outstation,991,235,13,64551
outlet_code_3563,outstation,1339,277,16,81953
outlet_code_3564,outstation,1232,264,15,76615
outlet_code_3565,outstation,765,208,11,53227
outlet_code_3566,outstation,1006,237,13,65320
outlet_code_3567,outstation,1548,302,18,92392
outlet_code_3568,outstation,1152,254,15,72591
outlet_code_3569,outstation,1026,239,13,66290
outlet_code_3570,outstation,895,223,12,59742
outlet_code_3571,western,3570,4941,51,153523
outlet_code_3572,western,3718,5236,54,160891
outlet_code_3573,western,2621,3042,32,106054
outlet_code_3574,western,3133,4066,43,131643
outlet_code_3575,western,2150,2101,23,82523
outlet_code_3576,western,2854,3507,37,117682
outlet_code_3577,western,294,2215,34,122182
outlet_code_3578,western,222,1124,23,85789
outlet_code_3579,western,215,1019,22,82290
outlet_code_3580,western,1683,3166,54,173303
outlet_code_3581,western,1275,2351,40,132548
outlet_code_3582,western,1317,2434,42,136677
outlet_code_3583,western,1208,2215,38,125751
outlet_code_3584,western,1056,1911,32,110571
outlet_code_3585,outstation,2061,303,10,51533
outlet_code_3586,outstation,2143,307,11,53576
outlet_code_3587,outstation,2672,334,13,66792
outlet_code_3588,outstation,273,118,14,68359
outlet_code_3589,outstation,394,148,20,98443
outlet_code_3590,outstation,1256,267,16,77807
outlet_code_3591,outstation,1171,257,15,73573
outlet_code_3592,outstation,953,230,13,62648
outlet_code_3593,outstation,822,215,11,56114
outlet_code_3594,outstation,768,208,11,53421
outlet_code_3595,outstation,1404,284,17,85200
outlet_code_3596,outstation,739,205,10,51967
outlet_code_3597,upcountry,2564,506,17,38457
outlet_code_3598,upcountry,1059,386,17,40759
outlet_code_3599,upcountry,935,374,15,37062
outlet_code_3600,upcountry,804,360,12,33114
outlet_code_3601,upcountry,1684,448,30,59526
outlet_code_3602,western,382,3528,47,165942
outlet_code_3603,outstation,2792,340,14,69807
outlet_code_3604,outstation,2480,324,12,62002
outlet_code_3605,outstation,3256,363,16,81400
outlet_code_3606,outstation,203,101,10,50785
outlet_code_3607,outstation,269,117,13,67224
outlet_code_3608,outstation,859,219,12,57933
outlet_code_3609,outstation,1030,240,13,66507
outlet_code_3610,outstation,856,219,12,57787
outlet_code_3611,outstation,938,229,12,61900
outlet_code_3612,outstation,790,211,11,54499
outlet_code_3613,upcountry,3217,572,25,48252
outlet_code_3614,western,1459,2717,47,150860
outlet_code_3615,western,1142,2084,35,119204
outlet_code_3616,western,1197,2195,37,124744
outlet_code_3617,western,794,1388,23,84381
outlet_code_3618,western,1364,2527,43,141372
outlet_code_3619,outstation,3296,365,16,82404
outlet_code_3620,outstation,206,101,10,51443
outlet_code_3621,outstation,396,149,20,98938
outlet_code_3622,outstation,1545,301,18,92230
outlet_code_3623,outstation,1013,238,13,65629
outlet_code_3624,outstation,1137,252,14,71868
outlet_code_3625,outstation,704,201,10,50212
outlet_code_3626,outstation,827,215,11,56354
outlet_code_3627,outstation,1078,245,14,68920
outlet_code_3628,upcountry,1139,394,19,43159
outlet_code_3629,upcountry,1262,406,21,46873
outlet_code_3630,western,2537,2874,31,101856
outlet_code_3631,western,2072,1945,21,78614
outlet_code_3632,western,372,3380,46,161007
outlet_code_3633,western,375,3418,46,162266
outlet_code_3634,western,237,1353,26,93433
outlet_code_3635,western,970,1741,29,102036
outlet_code_3636,western,724,1249,21,77442
outlet_code_3637,western,1566,2931,50,161569
outlet_code_3638,western,794,1387,23,84350
outlet_code_3639,western,874,1548,26,92399
outlet_code_3640,outstation,2050,302,10,51240
outlet_code_3641,outstation,3813,391,19,95314
outlet_code_3642,outstation,3545,377,18,88624
outlet_code_3643,outstation,1283,270,16,79131
outlet_code_3644,outstation,1508,297,18,90394
outlet_code_3645,outstation,756,207,11,52824
outlet_code_3646,outstation,1173,257,15,73661
outlet_code_3647,outstation,890,223,12,59499
outlet_code_3648,outstation,1158,255,15,72911
outlet_code_3649,outstation,1326,275,16,81291
outlet_code_3650,outstation,1152,254,15,72581
outlet_code_3651,outstation,870,220,12,58501
outlet_code_3652,outstation,1445,289,17,87234
outlet_code_3653,outstation,1071,245,14,68554
outlet_code_3654,outstation,1374,281,17,83680
outlet_code_3655,outstation,1352,278,17,82619
outlet_code_3656,outstation,1058,243,14,67891
outlet_code_3657,outstation,711,201,10,50541
outlet_code_3658,upcountry,237,337,13,35617
outlet_code_3659,upcountry,1098,390,18,41935
outlet_code_3660,upcountry,1125,393,19,42763
outlet_code_3661,upcountry,1488,429,26,53626
outlet_code_3662,upcountry,779,358,12,32368
outlet_code_3663,western,215,1018,22,82251
outlet_code_3664,western,369,3328,45,159254
outlet_code_3665,western,214,1013,22,82093
outlet_code_3666,western,326,2683,39,137764
outlet_code_3667,western,1163,2125,36,121270
outlet_code_3668,western,1614,3027,52,166353
outlet_code_3669,western,1487,2774,48,153704
outlet_code_3670,western,1231,2261,39,128054
outlet_code_3671,western,1452,2704,46,150191
outlet_code_3672,western,941,1682,28,99095
outlet_code_3673,outstation,2581,329,13,64517
outlet_code_3674,outstation,282,121,14,70610
outlet_code_3675,outstation,932,228,12,61596
outlet_code_3676,outstation,1598,308,19,94904
outlet_code_3677,outstation,820,214,11,55996
outlet_code_3678,upcountry,264,364,15,39532
outlet_code_3679,upcountry,320,420,19,48044
outlet_code_3680,upcountry,1614,441,28,57417
outlet_code_3681,upcountry,1140,394,19,43195
outlet_code_3682,western,230,1246,24,89856
outlet_code_3683,western,1561,2921,50,161058
outlet_code_3684,outstation,2074,304,10,51842
outlet_code_3685,outstation,3387,369,17,84685
outlet_code_3686,outstation,350,137,17,87470
outlet_code_3687,outstation,353,138,18,88291
outlet_code_3688,outstation,247,112,12,61641
outlet_code_3689,outstation,221,105,11,55346
outlet_code_3690,outstation,928,227,12,61391
outlet_code_3691,outstation,1076,245,14,68801
outlet_code_3692,upcountry,342,442,21,51326
outlet_code_3693,upcountry,1649,445,29,58479
outlet_code_3694,upcountry,1356,416,23,49671
outlet_code_3695,western,3565,4929,51,153226
outlet_code_3696,western,2168,2136,23,83388
outlet_code_3697,western,3761,5321,55,163028
outlet_code_3698,western,3391,4581,48,144526
outlet_code_3699,western,2749,3297,35,112428
outlet_code_3700,western,2061,1922,21,78049
outlet_code_3701,western,355,3123,43,152435
outlet_code_3702,western,1355,2511,43,140540
outlet_code_3703,western,1329,2457,42,137874
outlet_code_3704,western,769,1338,22,81884
outlet_code_3705,western,865,1530,26,91508
outlet_code_3706,western,1669,3138,54,171925
outlet_code_3707,western,1419,2639,45,146949
outlet_code_3708,western,1179,2157,37,122873
outlet_code_3709,outstation,288,122,14,72101
outlet_code_3710,outstation,234,109,12,58613
outlet_code_3711,outstation,285,121,14,71292
outlet_code_3712,outstation,269,117,13,67268
outlet_code_3713,outstation,215,104,11,53823
outlet_code_3714,outstation,758,207,11,52913
outlet_code_3715,outstation,1527,299,18,91332
outlet_code_3716,outstation,1074,245,14,68680
outlet_code_3717,outstation,1283,270,16,79171
outlet_code_3718,upcountry,1220,402,20,45593
outlet_code_3719,upcountry,964,376,15,37929
outlet_code_3720,western,2295,2390,26,89748
outlet_code_3721,western,2314,2429,26,90717
outlet_code_3722,western,255,1627,28,102579
outlet_code_3723,western,332,2778,40,140931
outlet_code_3724,western,1467,2733,47,151659
outlet_code_3725,western,1693,3186,55,174280
outlet_code_3726,western,1295,2389,41,134468
outlet_code_3727,western,708,1216,20,75813
outlet_code_3728,outstation,3954,398,20,98843
outlet_code_3729,outstation,287,122,14,71667
outlet_code_3730,outstation,253,113,13,63242
outlet_code_3731,outstation,205,101,10,51242
outlet_code_3732,outstation,1150,254,15,72511
outlet_code_3733,outstation,1042,241,13,67113
outlet_code_3734,outstation,1130,252,14,71520
outlet_code_3735,outstation,1485,294,18,89230
outlet_code_3736,outstation,1445,289,17,87264
outlet_code_3737,outstation,1252,266,16,77614
outlet_code_3738,outstation,1295,271,16,79736
outlet_code_3739,upcountry,1051,385,17,40532
outlet_code_3740,upcountry,1302,410,22,48050
outlet_code_3741,upcountry,1341,414,23,49230
outlet_code_3742,upcountry,1689,449,30,59662
outlet_code_3743,upcountry,1317,412,22,48500
outlet_code_3744,western,209,932,21,79405
outlet_code_3745,western,365,3279,45,157636
outlet_code_3746,western,1447,2694,46,149690
outlet_code_3747,western,1145,2089,36,119467
outlet_code_3748,western,862,1523,26,91153
outlet_code_3749,outstation,2078,304,10,51938
outlet_code_3750,outstation,202,100,10,50408
outlet_code_3751,outstation,206,101,10,51493
outlet_code_3752,outstation,202,100,10,50386
outlet_code_3753,outstation,336,134,17,83965
outlet_code_3754,outstation,260,115,13,65059
outlet_code_3755,outstation,1403,284,17,85165
outlet_code_3756,outstation,1086,246,14,69280
outlet_code_3757,outstation,727,203,10,51357
outlet_code_3758,outstation,916,226,12,60796
outlet_code_3759,outstation,1242,265,15,77097
outlet_code_3760,outstation,1011,237,13,65555
outlet_code_3761,outstation,825,215,11,56240
outlet_code_3762,outstation,893,223,12,59625
outlet_code_3763,upcountry,2868,537,21,43016
outlet_code_3764,upcountry,3484,598,29,52262
outlet_code_3765,western,812,1425,24,86235
outlet_code_3766,western,1205,2209,38,125461
outlet_code_3767,outstation,2180,309,11,54490
outlet_code_3768,outstation,2441,322,12,61017
outlet_code_3769,outstation,781,210,11,54044
outlet_code_3770,outstation,1452,290,18,87589
outlet_code_3771,outstation,810,213,11,55523
outlet_code_3772,outstation,835,216,11,56758
outlet_code_3773,outstation,1328,275,16,81425
outlet_code_3774,upcountry,333,433,20,49930
outlet_code_3775,western,2165,2129,23,83235
outlet_code_3776,western,3815,5431,56,165772
